[2022-11-14 23:25:58,636] 0	T_sample 17.15	T_update 4.91	ETA 12:14:56	expert_R_avg 0.3341 [0.3716,0.5172,0.2540,0.2063,0.2327,0.7706]	expert_R_range (0.0493, 0.9644)	eps_len 10.46
[2022-11-15 08:40:39,303] 1392	T_sample 19.03	T_update 4.98	ETA 4:02:57	expert_R_avg 0.5306 [0.6984,0.4873,0.4865,0.1033,0.2983,0.0079]	expert_R_range (0.0194, 0.9316)	eps_len 73.63
[2022-11-15 08:41:03,655] 1393	T_sample 19.34	T_update 4.97	ETA 4:05:33	expert_R_avg 0.5295 [0.6968,0.4857,0.4866,0.1044,0.2959,0.0077]	expert_R_range (0.0042, 0.9344)	eps_len 73.81
[2022-11-15 08:41:27,655] 1394	T_sample 18.98	T_update 4.98	ETA 4:01:36	expert_R_avg 0.5284 [0.6971,0.4854,0.4828,0.1051,0.2934,0.0077]	expert_R_range (0.0184, 0.9278)	eps_len 73.13
[2022-11-15 08:41:51,397] 1395	T_sample 18.74	T_update 4.96	ETA 3:58:35	expert_R_avg 0.5297 [0.6977,0.4858,0.4853,0.1053,0.2956,0.0079]	expert_R_range (0.0008, 0.9302)	eps_len 73.96
[2022-11-15 08:42:15,374] 1396	T_sample 18.93	T_update 5.00	ETA 4:00:33	expert_R_avg 0.5285 [0.6964,0.4852,0.4833,0.1068,0.2958,0.0076]	expert_R_range (0.0273, 0.9287)	eps_len 74.00
[2022-11-15 08:42:39,460] 1397	T_sample 19.06	T_update 4.98	ETA 4:01:15	expert_R_avg 0.5279 [0.6967,0.4864,0.4808,0.1050,0.2969,0.0079]	expert_R_range (0.0097, 0.9320)	eps_len 74.12
[2022-11-15 08:43:03,589] 1398	T_sample 19.12	T_update 4.97	ETA 4:01:17	expert_R_avg 0.5290 [0.6985,0.4880,0.4817,0.1062,0.2954,0.0078]	expert_R_range (0.0326, 0.9280)	eps_len 73.77
[2022-11-15 08:43:27,557] 1399	T_sample 18.95	T_update 4.98	ETA 3:59:16	expert_R_avg 0.5278 [0.6952,0.4830,0.4843,0.1055,0.2923,0.0076]	expert_R_range (0.0122, 0.9312)	eps_len 73.93
[2022-11-15 08:43:51,355] 1400	T_sample 18.77	T_update 4.98	ETA 3:57:07	expert_R_avg 0.5291 [0.6977,0.4848,0.4836,0.1077,0.2941,0.0077]	expert_R_range (0.0306, 0.9340)	eps_len 73.45
[2022-11-15 08:44:15,644] 1401	T_sample 19.27	T_update 4.98	ETA 4:01:41	expert_R_avg 0.5295 [0.6975,0.4845,0.4847,0.1082,0.2951,0.0075]	expert_R_range (0.0050, 0.9350)	eps_len 73.88
[2022-11-15 08:44:39,518] 1402	T_sample 18.85	T_update 4.98	ETA 3:57:08	expert_R_avg 0.5304 [0.6992,0.4852,0.4850,0.1069,0.2960,0.0077]	expert_R_range (0.0088, 0.9321)	eps_len 73.31
[2022-11-15 08:45:03,377] 1403	T_sample 18.86	T_update 4.96	ETA 3:56:36	expert_R_avg 0.5274 [0.6958,0.4851,0.4814,0.1050,0.2949,0.0075]	expert_R_range (0.0381, 0.9361)	eps_len 73.81
[2022-11-15 08:45:27,153] 1404	T_sample 18.73	T_update 5.00	ETA 3:55:21	expert_R_avg 0.5302 [0.6989,0.4857,0.4852,0.1039,0.2964,0.0077]	expert_R_range (0.0119, 0.9307)	eps_len 73.60
[2022-11-15 08:45:51,478] 1405	T_sample 19.29	T_update 4.99	ETA 4:00:25	expert_R_avg 0.5295 [0.6989,0.4846,0.4828,0.1067,0.2948,0.0075]	expert_R_range (0.0158, 0.9314)	eps_len 73.97
[2022-11-15 08:46:15,741] 1406	T_sample 19.24	T_update 4.99	ETA 3:59:24	expert_R_avg 0.5280 [0.6964,0.4838,0.4831,0.1048,0.2931,0.0074]	expert_R_range (0.0157, 0.9286)	eps_len 73.80
[2022-11-15 08:46:39,587] 1407	T_sample 18.82	T_update 4.98	ETA 3:54:52	expert_R_avg 0.5314 [0.7016,0.4878,0.4847,0.1056,0.2952,0.0076]	expert_R_range (0.0379, 0.9324)	eps_len 74.00
[2022-11-15 08:47:03,612] 1408	T_sample 18.97	T_update 5.01	ETA 3:56:15	expert_R_avg 0.5277 [0.6960,0.4831,0.4823,0.1054,0.2938,0.0074]	expert_R_range (0.0181, 0.9310)	eps_len 74.39
[2022-11-15 08:47:27,680] 1409	T_sample 19.04	T_update 4.99	ETA 3:56:16	expert_R_avg 0.5289 [0.6976,0.4842,0.4833,0.1069,0.2944,0.0073]	expert_R_range (0.0229, 0.9314)	eps_len 74.07
[2022-11-15 08:47:51,467] 1410	T_sample 18.74	T_update 5.00	ETA 3:53:03	expert_R_avg 0.5268 [0.6965,0.4820,0.4796,0.1052,0.2908,0.0070]	expert_R_range (0.0229, 0.9303)	eps_len 73.94
[2022-11-15 08:48:15,552] 1411	T_sample 19.08	T_update 4.97	ETA 3:55:38	expert_R_avg 0.5297 [0.6985,0.4839,0.4851,0.1069,0.2925,0.0071]	expert_R_range (0.0071, 0.9331)	eps_len 73.80
[2022-11-15 08:48:39,605] 1412	T_sample 19.03	T_update 4.99	ETA 3:54:55	expert_R_avg 0.5291 [0.6975,0.4853,0.4841,0.1057,0.2951,0.0073]	expert_R_range (0.0224, 0.9304)	eps_len 74.13
[2022-11-15 08:49:04,086] 1413	T_sample 19.46	T_update 4.98	ETA 3:58:42	expert_R_avg 0.5278 [0.6974,0.4837,0.4799,0.1062,0.2947,0.0072]	expert_R_range (0.0193, 0.9340)	eps_len 74.05
[2022-11-15 08:49:28,327] 1414	T_sample 19.22	T_update 4.98	ETA 3:55:57	expert_R_avg 0.5304 [0.6982,0.4846,0.4874,0.1054,0.2941,0.0073]	expert_R_range (0.0109, 0.9317)	eps_len 73.51
[2022-11-15 08:49:52,376] 1415	T_sample 19.00	T_update 5.01	ETA 3:53:39	expert_R_avg 0.5310 [0.6994,0.4843,0.4873,0.1069,0.2937,0.0071]	expert_R_range (0.0251, 0.9315)	eps_len 73.63
[2022-11-15 08:50:16,405] 1416	T_sample 18.99	T_update 5.00	ETA 3:53:05	expert_R_avg 0.5279 [0.6960,0.4830,0.4838,0.1028,0.2925,0.0072]	expert_R_range (0.0095, 0.9372)	eps_len 73.91
[2022-11-15 08:50:40,230] 1417	T_sample 18.79	T_update 4.99	ETA 3:50:42	expert_R_avg 0.5301 [0.6990,0.4848,0.4854,0.1041,0.2944,0.0072]	expert_R_range (0.0022, 0.9314)	eps_len 73.88
[2022-11-15 08:51:04,238] 1418	T_sample 19.00	T_update 4.96	ETA 3:52:05	expert_R_avg 0.5287 [0.6969,0.4847,0.4843,0.1055,0.2936,0.0070]	expert_R_range (0.0144, 0.9306)	eps_len 73.38
[2022-11-15 08:51:28,257] 1419	T_sample 19.00	T_update 4.98	ETA 3:51:47	expert_R_avg 0.5304 [0.6988,0.4864,0.4855,0.1074,0.2959,0.0074]	expert_R_range (0.0001, 0.9332)	eps_len 73.72
[2022-11-15 08:51:52,167] 1420	T_sample 18.86	T_update 5.00	ETA 3:50:17	expert_R_avg 0.5257 [0.6943,0.4816,0.4792,0.1062,0.2911,0.0068]	expert_R_range (0.0000, 0.9285)	eps_len 73.80
[2022-11-15 08:52:16,032] 1421	T_sample 18.84	T_update 4.98	ETA 3:49:31	expert_R_avg 0.5311 [0.6994,0.4866,0.4873,0.1062,0.2958,0.0072]	expert_R_range (0.0013, 0.9296)	eps_len 74.01
[2022-11-15 08:52:39,979] 1422	T_sample 18.91	T_update 5.00	ETA 3:49:54	expert_R_avg 0.5279 [0.6979,0.4840,0.4800,0.1058,0.2931,0.0070]	expert_R_range (0.0288, 0.9317)	eps_len 73.95
[2022-11-15 08:53:04,262] 1423	T_sample 19.23	T_update 5.01	ETA 3:52:43	expert_R_avg 0.5298 [0.6991,0.4861,0.4826,0.1081,0.2970,0.0072]	expert_R_range (0.0081, 0.9351)	eps_len 73.65
[2022-11-15 08:53:28,185] 1424	T_sample 18.90	T_update 4.98	ETA 3:48:52	expert_R_avg 0.5291 [0.6984,0.4847,0.4827,0.1065,0.2943,0.0068]	expert_R_range (0.0349, 0.9332)	eps_len 73.81
[2022-11-15 08:53:51,915] 1425	T_sample 18.70	T_update 4.99	ETA 3:46:37	expert_R_avg 0.5302 [0.6984,0.4837,0.4861,0.1073,0.2948,0.0070]	expert_R_range (0.0051, 0.9298)	eps_len 73.83
[2022-11-15 08:54:15,960] 1426	T_sample 19.02	T_update 4.98	ETA 3:49:14	expert_R_avg 0.5267 [0.6954,0.4824,0.4803,0.1063,0.2929,0.0070]	expert_R_range (0.0100, 0.9284)	eps_len 73.61
[2022-11-15 08:54:39,955] 1427	T_sample 18.96	T_update 5.00	ETA 3:48:22	expert_R_avg 0.5278 [0.6970,0.4823,0.4811,0.1075,0.2919,0.0070]	expert_R_range (0.0144, 0.9319)	eps_len 74.27
[2022-11-15 08:55:03,998] 1428	T_sample 19.01	T_update 4.99	ETA 3:48:25	expert_R_avg 0.5263 [0.6962,0.4821,0.4785,0.1035,0.2910,0.0070]	expert_R_range (0.0079, 0.9290)	eps_len 73.97
[2022-11-15 08:55:27,937] 1429	T_sample 18.90	T_update 5.00	ETA 3:47:02	expert_R_avg 0.5296 [0.6978,0.4850,0.4846,0.1078,0.2961,0.0069]	expert_R_range (0.0123, 0.9258)	eps_len 73.74
[2022-11-15 08:55:51,734] 1430	T_sample 18.77	T_update 4.98	ETA 3:45:14	expert_R_avg 0.5274 [0.6970,0.4836,0.4799,0.1056,0.2933,0.0070]	expert_R_range (0.0106, 0.9349)	eps_len 73.70
[2022-11-15 08:56:15,544] 1431	T_sample 18.80	T_update 4.97	ETA 3:45:02	expert_R_avg 0.5271 [0.6970,0.4822,0.4794,0.1039,0.2919,0.0068]	expert_R_range (0.0195, 0.9339)	eps_len 73.56
[2022-11-15 08:56:39,626] 1432	T_sample 19.06	T_update 4.98	ETA 3:47:11	expert_R_avg 0.5289 [0.6976,0.4846,0.4833,0.1045,0.2948,0.0070]	expert_R_range (0.0007, 0.9324)	eps_len 73.53
[2022-11-15 08:57:03,667] 1433	T_sample 19.00	T_update 5.00	ETA 3:46:23	expert_R_avg 0.5279 [0.6980,0.4844,0.4802,0.1054,0.2920,0.0068]	expert_R_range (0.0214, 0.9324)	eps_len 74.13
[2022-11-15 08:57:27,657] 1434	T_sample 18.94	T_update 5.01	ETA 3:45:31	expert_R_avg 0.5307 [0.6998,0.4856,0.4851,0.1075,0.2959,0.0070]	expert_R_range (0.0093, 0.9344)	eps_len 73.61
[2022-11-15 08:57:51,637] 1435	T_sample 18.96	T_update 4.98	ETA 3:45:01	expert_R_avg 0.5257 [0.6965,0.4802,0.4764,0.1080,0.2878,0.0067]	expert_R_range (0.0173, 0.9269)	eps_len 73.35
[2022-11-15 08:58:15,494] 1436	T_sample 18.85	T_update 4.96	ETA 3:43:28	expert_R_avg 0.5256 [0.6964,0.4803,0.4764,0.1061,0.2885,0.0069]	expert_R_range (0.0236, 0.9337)	eps_len 73.63
[2022-11-15 08:58:39,318] 1437	T_sample 18.80	T_update 4.98	ETA 3:42:45	expert_R_avg 0.5297 [0.6992,0.4842,0.4832,0.1090,0.2935,0.0069]	expert_R_range (0.0043, 0.9321)	eps_len 73.69
[2022-11-15 08:59:03,319] 1438	T_sample 18.96	T_update 5.00	ETA 3:44:02	expert_R_avg 0.5276 [0.6982,0.4813,0.4797,0.1068,0.2895,0.0066]	expert_R_range (0.0329, 0.9290)	eps_len 73.20
[2022-11-15 08:59:27,485] 1439	T_sample 19.14	T_update 4.98	ETA 3:45:10	expert_R_avg 0.5300 [0.6996,0.4844,0.4843,0.1052,0.2931,0.0069]	expert_R_range (0.0155, 0.9295)	eps_len 73.29
[2022-11-15 08:59:51,743] 1440	T_sample 19.22	T_update 4.99	ETA 3:45:34	expert_R_avg 0.5283 [0.6988,0.4825,0.4809,0.1042,0.2908,0.0069]	expert_R_range (0.0037, 0.9290)	eps_len 73.49
[2022-11-15 09:00:15,826] 1441	T_sample 19.06	T_update 4.99	ETA 3:43:35	expert_R_avg 0.5288 [0.6978,0.4830,0.4836,0.1051,0.2927,0.0069]	expert_R_range (0.0090, 0.9326)	eps_len 73.55
[2022-11-15 09:00:39,828] 1442	T_sample 18.96	T_update 5.00	ETA 3:42:26	expert_R_avg 0.5244 [0.6956,0.4822,0.4728,0.1050,0.2918,0.0067]	expert_R_range (0.0249, 0.9310)	eps_len 73.51
[2022-11-15 09:01:03,657] 1443	T_sample 18.77	T_update 5.01	ETA 3:40:27	expert_R_avg 0.5305 [0.7010,0.4860,0.4833,0.1050,0.2942,0.0069]	expert_R_range (0.0448, 0.9287)	eps_len 73.94
[2022-11-15 09:01:27,557] 1444	T_sample 18.85	T_update 5.01	ETA 3:40:41	expert_R_avg 0.5269 [0.6983,0.4834,0.4754,0.1045,0.2954,0.0069]	expert_R_range (0.0185, 0.9364)	eps_len 73.37
[2022-11-15 09:01:51,579] 1445	T_sample 18.98	T_update 5.00	ETA 3:41:25	expert_R_avg 0.5302 [0.7001,0.4837,0.4836,0.1078,0.2931,0.0067]	expert_R_range (0.0278, 0.9290)	eps_len 73.42
[2022-11-15 09:02:15,519] 1446	T_sample 18.91	T_update 4.99	ETA 3:40:16	expert_R_avg 0.5324 [0.7031,0.4868,0.4852,0.1078,0.2958,0.0068]	expert_R_range (0.0118, 0.9300)	eps_len 73.57
[2022-11-15 09:02:39,376] 1447	T_sample 18.82	T_update 4.99	ETA 3:39:06	expert_R_avg 0.5298 [0.6996,0.4846,0.4826,0.1065,0.2955,0.0068]	expert_R_range (0.0211, 0.9309)	eps_len 73.72
[2022-11-15 09:03:03,455] 1448	T_sample 19.04	T_update 5.00	ETA 3:40:45	expert_R_avg 0.5310 [0.7011,0.4833,0.4850,0.1072,0.2926,0.0066]	expert_R_range (0.0085, 0.9356)	eps_len 74.13
[2022-11-15 09:03:27,703] 1449	T_sample 19.22	T_update 4.99	ETA 3:41:54	expert_R_avg 0.5317 [0.7024,0.4877,0.4845,0.1052,0.2957,0.0068]	expert_R_range (0.0107, 0.9295)	eps_len 73.67
[2022-11-15 09:03:51,559] 1450	T_sample 18.78	T_update 5.03	ETA 3:37:50	expert_R_avg 0.5300 [0.7004,0.4841,0.4829,0.1032,0.2943,0.0068]	expert_R_range (0.0076, 0.9310)	eps_len 73.46
[2022-11-15 09:04:16,088] 1451	T_sample 19.49	T_update 5.00	ETA 3:43:40	expert_R_avg 0.5323 [0.7022,0.4860,0.4864,0.1062,0.2965,0.0068]	expert_R_range (0.0064, 0.9317)	eps_len 73.80
[2022-11-15 09:04:40,187] 1452	T_sample 19.06	T_update 5.00	ETA 3:39:19	expert_R_avg 0.5281 [0.6987,0.4851,0.4793,0.1046,0.2939,0.0067]	expert_R_range (0.0219, 0.9320)	eps_len 73.55
[2022-11-15 09:05:04,190] 1453	T_sample 18.96	T_update 5.00	ETA 3:38:03	expert_R_avg 0.5280 [0.6986,0.4846,0.4788,0.1050,0.2940,0.0067]	expert_R_range (0.0181, 0.9360)	eps_len 73.87
[2022-11-15 09:05:28,171] 1454	T_sample 18.96	T_update 4.98	ETA 3:37:28	expert_R_avg 0.5313 [0.7018,0.4870,0.4833,0.1040,0.2986,0.0068]	expert_R_range (0.0165, 0.9299)	eps_len 73.64
[2022-11-15 09:05:52,050] 1455	T_sample 18.88	T_update 4.96	ETA 3:36:08	expert_R_avg 0.5315 [0.7014,0.4862,0.4843,0.1069,0.2986,0.0068]	expert_R_range (0.0229, 0.9313)	eps_len 73.92
[2022-11-15 09:06:15,924] 1456	T_sample 18.87	T_update 4.96	ETA 3:35:41	expert_R_avg 0.5298 [0.7003,0.4864,0.4798,0.1076,0.2997,0.0069]	expert_R_range (0.0063, 0.9288)	eps_len 73.79
[2022-11-15 09:06:40,252] 1457	T_sample 19.29	T_update 4.99	ETA 3:39:24	expert_R_avg 0.5295 [0.6982,0.4835,0.4833,0.1064,0.2969,0.0067]	expert_R_range (0.0010, 0.9320)	eps_len 73.51
[2022-11-15 09:07:04,237] 1458	T_sample 18.95	T_update 4.99	ETA 3:35:54	expert_R_avg 0.5252 [0.6951,0.4788,0.4756,0.1072,0.2924,0.0065]	expert_R_range (0.0110, 0.9324)	eps_len 73.35
[2022-11-15 09:07:28,149] 1459	T_sample 18.90	T_update 4.97	ETA 3:34:51	expert_R_avg 0.5274 [0.6969,0.4840,0.4786,0.1082,0.2965,0.0068]	expert_R_range (0.0032, 0.9305)	eps_len 73.47
[2022-11-15 09:07:51,966] 1460	T_sample 18.80	T_update 4.97	ETA 3:33:32	expert_R_avg 0.5309 [0.6985,0.4849,0.4870,0.1082,0.2983,0.0066]	expert_R_range (0.0232, 0.9359)	eps_len 74.08
[2022-11-15 09:08:15,910] 1461	T_sample 18.93	T_update 4.97	ETA 3:34:20	expert_R_avg 0.5289 [0.6987,0.4858,0.4806,0.1062,0.2979,0.0067]	expert_R_range (0.0359, 0.9312)	eps_len 73.79
[2022-11-15 09:08:39,690] 1462	T_sample 18.74	T_update 5.00	ETA 3:32:28	expert_R_avg 0.5280 [0.6965,0.4827,0.4811,0.1069,0.2970,0.0065]	expert_R_range (0.0096, 0.9316)	eps_len 73.64
[2022-11-15 09:09:03,432] 1463	T_sample 18.73	T_update 4.97	ETA 3:31:44	expert_R_avg 0.5271 [0.6965,0.4819,0.4794,0.1063,0.2943,0.0065]	expert_R_range (0.0008, 0.9343)	eps_len 74.00
[2022-11-15 09:09:27,507] 1464	T_sample 19.05	T_update 4.98	ETA 3:34:19	expert_R_avg 0.5288 [0.6986,0.4851,0.4794,0.1077,0.2994,0.0066]	expert_R_range (0.0232, 0.9310)	eps_len 74.02
[2022-11-15 09:09:51,486] 1465	T_sample 18.96	T_update 4.98	ETA 3:33:03	expert_R_avg 0.5284 [0.6976,0.4840,0.4808,0.1060,0.2971,0.0067]	expert_R_range (0.0187, 0.9291)	eps_len 73.82
[2022-11-15 09:10:15,273] 1466	T_sample 18.74	T_update 5.01	ETA 3:30:56	expert_R_avg 0.5259 [0.6945,0.4804,0.4791,0.1047,0.2936,0.0063]	expert_R_range (0.0038, 0.9327)	eps_len 73.54
[2022-11-15 09:10:39,195] 1467	T_sample 18.87	T_update 5.01	ETA 3:31:45	expert_R_avg 0.5289 [0.6992,0.4837,0.4800,0.1088,0.2960,0.0064]	expert_R_range (0.0149, 0.9315)	eps_len 73.47
[2022-11-15 09:11:03,198] 1468	T_sample 18.96	T_update 5.00	ETA 3:32:04	expert_R_avg 0.5327 [0.7003,0.4853,0.4892,0.1112,0.2991,0.0065]	expert_R_range (0.0060, 0.9305)	eps_len 73.94
[2022-11-15 09:11:26,969] 1469	T_sample 18.74	T_update 4.99	ETA 3:29:37	expert_R_avg 0.5281 [0.6967,0.4820,0.4812,0.1068,0.2973,0.0064]	expert_R_range (0.0016, 0.9305)	eps_len 73.56
[2022-11-15 09:11:51,052] 1470	T_sample 19.06	T_update 4.98	ETA 3:31:54	expert_R_avg 0.5280 [0.6966,0.4820,0.4826,0.1054,0.2937,0.0063]	expert_R_range (0.0018, 0.9310)	eps_len 73.84
[2022-11-15 09:12:15,473] 1471	T_sample 19.36	T_update 5.03	ETA 3:34:33	expert_R_avg 0.5289 [0.6977,0.4829,0.4825,0.1078,0.2964,0.0063]	expert_R_range (0.0362, 0.9302)	eps_len 73.76
[2022-11-15 09:12:39,551] 1472	T_sample 19.04	T_update 4.99	ETA 3:31:07	expert_R_avg 0.5258 [0.6948,0.4810,0.4775,0.1061,0.2951,0.0063]	expert_R_range (0.0179, 0.9317)	eps_len 73.63
[2022-11-15 09:13:03,653] 1473	T_sample 19.07	T_update 4.99	ETA 3:30:56	expert_R_avg 0.5276 [0.6964,0.4820,0.4799,0.1084,0.2969,0.0064]	expert_R_range (0.0003, 0.9353)	eps_len 73.50
[2022-11-15 09:13:27,694] 1474	T_sample 19.01	T_update 4.99	ETA 3:30:00	expert_R_avg 0.5279 [0.6970,0.4818,0.4812,0.1063,0.2940,0.0063]	expert_R_range (0.0003, 0.9276)	eps_len 73.21
[2022-11-15 09:13:51,721] 1475	T_sample 18.98	T_update 5.01	ETA 3:29:28	expert_R_avg 0.5276 [0.6981,0.4848,0.4775,0.1040,0.2973,0.0064]	expert_R_range (0.0068, 0.9311)	eps_len 74.01
[2022-11-15 09:14:15,852] 1476	T_sample 19.11	T_update 4.98	ETA 3:29:59	expert_R_avg 0.5279 [0.6979,0.4831,0.4784,0.1069,0.2978,0.0063]	expert_R_range (0.0502, 0.9331)	eps_len 73.67
[2022-11-15 09:14:39,871] 1477	T_sample 18.99	T_update 4.99	ETA 3:28:37	expert_R_avg 0.5278 [0.6969,0.4834,0.4796,0.1077,0.2976,0.0063]	expert_R_range (0.0041, 0.9311)	eps_len 73.74
[2022-11-15 09:15:03,931] 1478	T_sample 19.04	T_update 4.98	ETA 3:28:34	expert_R_avg 0.5304 [0.7001,0.4846,0.4826,0.1064,0.2992,0.0064]	expert_R_range (0.0084, 0.9275)	eps_len 73.50
[2022-11-15 09:15:27,977] 1479	T_sample 19.02	T_update 4.99	ETA 3:28:03	expert_R_avg 0.5290 [0.6973,0.4827,0.4843,0.1038,0.2953,0.0062]	expert_R_range (0.0101, 0.9340)	eps_len 73.85
[2022-11-15 09:15:52,072] 1480	T_sample 19.07	T_update 4.98	ETA 3:28:01	expert_R_avg 0.5243 [0.6947,0.4786,0.4736,0.1060,0.2928,0.0060]	expert_R_range (0.0250, 0.9322)	eps_len 73.61
[2022-11-15 09:16:16,359] 1481	T_sample 19.25	T_update 5.00	ETA 3:29:18	expert_R_avg 0.5265 [0.6967,0.4821,0.4766,0.1048,0.2962,0.0063]	expert_R_range (0.0060, 0.9310)	eps_len 73.98
[2022-11-15 09:16:40,283] 1482	T_sample 18.90	T_update 4.98	ETA 3:25:48	expert_R_avg 0.5263 [0.6956,0.4814,0.4784,0.1061,0.2935,0.0060]	expert_R_range (0.0073, 0.9281)	eps_len 73.51
[2022-11-15 09:17:04,584] 1483	T_sample 19.26	T_update 5.00	ETA 3:28:38	expert_R_avg 0.5283 [0.6976,0.4825,0.4806,0.1072,0.2964,0.0061]	expert_R_range (0.0114, 0.9293)	eps_len 74.15
[2022-11-15 09:17:28,463] 1484	T_sample 18.86	T_update 4.98	ETA 3:24:36	expert_R_avg 0.5250 [0.6948,0.4798,0.4765,0.1050,0.2916,0.0059]	expert_R_range (0.0112, 0.9297)	eps_len 73.34
[2022-11-15 09:17:52,288] 1485	T_sample 18.80	T_update 4.98	ETA 3:23:45	expert_R_avg 0.5253 [0.6941,0.4800,0.4779,0.1060,0.2920,0.0061]	expert_R_range (0.0038, 0.9301)	eps_len 73.22
[2022-11-15 09:18:16,722] 1486	T_sample 19.39	T_update 5.00	ETA 3:28:33	expert_R_avg 0.5322 [0.7002,0.4848,0.4895,0.1067,0.2959,0.0060]	expert_R_range (0.0161, 0.9315)	eps_len 74.08
[2022-11-15 09:18:40,689] 1487	T_sample 18.93	T_update 5.00	ETA 3:24:10	expert_R_avg 0.5300 [0.6974,0.4825,0.4871,0.1078,0.2948,0.0060]	expert_R_range (0.0128, 0.9290)	eps_len 73.50
[2022-11-15 09:19:04,918] 1488	T_sample 19.21	T_update 4.98	ETA 3:26:00	expert_R_avg 0.5286 [0.6971,0.4833,0.4831,0.1059,0.2945,0.0060]	expert_R_range (0.0119, 0.9303)	eps_len 74.02
[2022-11-15 09:19:28,844] 1489	T_sample 18.89	T_update 5.00	ETA 3:23:01	expert_R_avg 0.5231 [0.6921,0.4788,0.4745,0.1060,0.2909,0.0060]	expert_R_range (0.0049, 0.9340)	eps_len 74.15
[2022-11-15 09:19:52,916] 1490	T_sample 19.05	T_update 4.98	ETA 3:23:49	expert_R_avg 0.5311 [0.6994,0.4853,0.4863,0.1096,0.2973,0.0061]	expert_R_range (0.0195, 0.9347)	eps_len 73.42
[2022-11-15 09:20:16,986] 1491	T_sample 19.05	T_update 4.98	ETA 3:23:27	expert_R_avg 0.5265 [0.6953,0.4814,0.4796,0.1071,0.2925,0.0061]	expert_R_range (0.0163, 0.9286)	eps_len 73.94
[2022-11-15 09:20:40,968] 1492	T_sample 18.95	T_update 4.99	ETA 3:22:18	expert_R_avg 0.5264 [0.6959,0.4826,0.4789,0.1049,0.2920,0.0060]	expert_R_range (0.0116, 0.9306)	eps_len 74.01
[2022-11-15 09:21:04,787] 1493	T_sample 18.79	T_update 4.98	ETA 3:20:32	expert_R_avg 0.5244 [0.6933,0.4815,0.4753,0.1066,0.2953,0.0060]	expert_R_range (0.0057, 0.9289)	eps_len 73.81
[2022-11-15 09:21:28,561] 1494	T_sample 18.76	T_update 4.97	ETA 3:19:45	expert_R_avg 0.5277 [0.6970,0.4826,0.4801,0.1056,0.2954,0.0060]	expert_R_range (0.0146, 0.9326)	eps_len 73.79
[2022-11-15 09:21:52,751] 1495	T_sample 19.15	T_update 5.00	ETA 3:22:50	expert_R_avg 0.5293 [0.6980,0.4839,0.4826,0.1080,0.2980,0.0061]	expert_R_range (0.0205, 0.9326)	eps_len 73.81
[2022-11-15 09:22:16,858] 1496	T_sample 19.05	T_update 5.01	ETA 3:21:45	expert_R_avg 0.5249 [0.6942,0.4808,0.4759,0.1056,0.2943,0.0059]	expert_R_range (0.0024, 0.9278)	eps_len 73.72
[2022-11-15 09:22:40,730] 1497	T_sample 18.86	T_update 4.97	ETA 3:19:23	expert_R_avg 0.5220 [0.6916,0.4789,0.4714,0.1049,0.2922,0.0060]	expert_R_range (0.0100, 0.9259)	eps_len 73.59
[2022-11-15 09:23:04,453] 1498	T_sample 18.71	T_update 4.97	ETA 3:17:45	expert_R_avg 0.5289 [0.6988,0.4835,0.4809,0.1080,0.2951,0.0061]	expert_R_range (0.0115, 0.9361)	eps_len 74.02
[2022-11-15 09:23:28,672] 1499	T_sample 19.20	T_update 4.98	ETA 3:21:29	expert_R_avg 0.5301 [0.6985,0.4843,0.4857,0.1054,0.2957,0.0061]	expert_R_range (0.0099, 0.9333)	eps_len 74.17
[2022-11-15 09:23:53,062] 1500	T_sample 19.32	T_update 5.02	ETA 3:22:26	expert_R_avg 0.5286 [0.6977,0.4827,0.4826,0.1063,0.2938,0.0060]	expert_R_range (0.0006, 0.9276)	eps_len 73.56
[2022-11-15 09:24:17,067] 1501	T_sample 18.98	T_update 4.98	ETA 3:18:54	expert_R_avg 0.5219 [0.6929,0.4792,0.4702,0.1021,0.2903,0.0060]	expert_R_range (0.0198, 0.9323)	eps_len 73.17
[2022-11-15 09:24:41,025] 1502	T_sample 18.91	T_update 5.01	ETA 3:18:07	expert_R_avg 0.5260 [0.6956,0.4817,0.4773,0.1061,0.2933,0.0059]	expert_R_range (0.0096, 0.9292)	eps_len 73.90
[2022-11-15 09:25:04,956] 1503	T_sample 18.91	T_update 4.98	ETA 3:17:29	expert_R_avg 0.5293 [0.6980,0.4820,0.4831,0.1085,0.2961,0.0060]	expert_R_range (0.0087, 0.9294)	eps_len 73.61
[2022-11-15 09:25:29,046] 1504	T_sample 19.07	T_update 4.98	ETA 3:18:24	expert_R_avg 0.5282 [0.6980,0.4816,0.4800,0.1090,0.2942,0.0060]	expert_R_range (0.0025, 0.9326)	eps_len 73.67
[2022-11-15 09:25:52,864] 1505	T_sample 18.79	T_update 4.99	ETA 3:15:45	expert_R_avg 0.5262 [0.6956,0.4809,0.4777,0.1057,0.2948,0.0059]	expert_R_range (0.0040, 0.9354)	eps_len 73.56
[2022-11-15 09:26:16,760] 1506	T_sample 18.85	T_update 5.00	ETA 3:16:00	expert_R_avg 0.5271 [0.6971,0.4837,0.4778,0.1045,0.2966,0.0060]	expert_R_range (0.0029, 0.9277)	eps_len 74.05
